age,gender,education_level,employment_status,job_title,has_loan,loan_type,loan_term_months,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,monthly_income_rm,monthly_expenses_rm,savings_rm,loan_amount_rm,monthly_emi_rm
23,Female,Master,Employed,Salesperson,No,No Loan,0,0.0,0.0,456,7.92,Asia,18085.600000000002,15923.929000000002,1718211.7589999998,0.0,0.0
43,Female,Bachelor,Self-employed,Accountant,Yes,Business,12,8.21,3.31,637,7.28,Asia,27811.31,13832.194000000001,2427976.666,1056468.632,92003.158
66,Female,High School,Unemployed,Salesperson,Yes,Business,240,9.37,1.48,611,7.71,Asia,9443.710000000001,3907.956,873545.7130000001,1511088.7280000001,13957.307999999999
40,Female,Bachelor,Employed,Manager,No,No Loan,0,0.0,0.0,773,1.72,Asia,4331.943,3375.305,89479.06999999999,0.0,0.0
44,Male,Master,Employed,Engineer,Yes,Car,12,4.71,4.49,359,4.05,Asia,26990.972,11550.391000000001,1312352.941,1416524.0230000003,121076.888
40,Female,Bachelor,Unemployed,Accountant,Yes,Education,360,27.28,2.8,426,0.3,Asia,17152.274,14912.583,62325.055,2114974.667,48095.147000000004
55,Male,Master,Employed,Accountant,No,No Loan,0,0.0,0.0,693,3.09,Asia,14362.401,6684.152000000001,532228.9400000001,0.0,0.0
65,Male,High School,Student,Manager,Yes,Car,120,20.31,1.45,586,8.26,Asia,8355.049,4176.796,828563.1880000001,619890.3790000001,12107.435000000001
32,Male,Master,Employed,Driver,Yes,Home,36,26.38,4.27,702,7.24,Asia,6643.685,2564.038,577421.649,699925.363,28342.316
47,Female,Master,Employed,Unemployed,No,No Loan,0,0.0,0.0,493,5.08,Asia,11326.389,7898.115000000001,690577.533,0.0,0.0
26,Male,Bachelor,Employed,Doctor,No,No Loan,0,0.0,0.0,714,8.12,Asia,2350.0,1299.5030000000002,228853.15200000003,0.0,0.0
49,Other,Bachelor,Employed,Salesperson,No,No Loan,0,0.0,0.0,390,9.31,Asia,9003.837000000001,4762.698,1005684.0040000001,0.0,0.0
41,Male,Master,Employed,Driver,Yes,Business,300,23.97,0.71,663,0.75,Asia,12882.512,7723.604,115489.10500000001,454787.60400000005,9108.506000000001
36,Male,Bachelor,Self-employed,Accountant,No,No Loan,0,0.0,0.0,482,7.66,Asia,36485.066,13245.775,3353828.726,0.0,0.0
61,Female,Other,Self-employed,Accountant,No,No Loan,0,0.0,0.0,534,2.48,Asia,32275.84,14032.978,959189.4890000001,0.0,0.0
42,Female,Bachelor,Self-employed,Accountant,Yes,Car,300,14.2,0.67,393,3.1,Asia,15276.598000000002,5799.048,568670.86,834498.348,10173.291000000001
44,Female,High School,Employed,Engineer,No,No Loan,0,0.0,0.0,828,5.9,Asia,21662.629,7261.5470000000005,1534740.303,0.0,0.0
47,Male,Other,Employed,Salesperson,No,No Loan,0,0.0,0.0,358,5.54,Asia,17202.658,7625.468000000001,1143431.839,0.0,0.0
25,Female,Master,Self-employed,Driver,No,No Loan,0,0.0,0.0,379,9.23,Asia,25057.579999999998,9647.502,2774324.413,0.0,0.0
30,Female,Master,Employed,Doctor,Yes,Car,60,4.28,5.11,766,4.56,Asia,2350.0,1604.3450000000003,128562.67199999999,647342.421,12003.752999999999
21,Male,Bachelor,Employed,Driver,Yes,Home,240,5.91,0.73,591,1.4,Asia,20140.158000000003,14925.414,339494.95900000003,2056551.7870000002,14627.199
63,Female,Bachelor,Student,Accountant,No,No Loan,0,0.0,0.0,757,8.97,Asia,10235.096,7435.541,1101549.763,0.0,0.0
44,Female,Bachelor,Student,Driver,No,No Loan,0,0.0,0.0,466,9.4,Asia,20229.880999999998,12703.818000000001,2282018.307,0.0,0.0
64,Male,Master,Employed,Doctor,No,No Loan,0,0.0,0.0,598,1.98,Asia,31728.807000000004,10746.832,754050.61,0.0,0.0
57,Female,Bachelor,Self-employed,Unemployed,No,No Loan,0,0.0,0.0,785,6.58,Asia,29941.444000000003,16430.824,2365847.413,0.0,0.0
22,Male,High School,Self-employed,Accountant,No,No Loan,0,0.0,0.0,685,0.65,Asia,28522.984000000004,15042.726,221596.916,0.0,0.0
55,Female,Other,Employed,Accountant,Yes,Home,36,16.78,3.79,712,9.24,Asia,21154.324,14074.197000000002,2344499.402,2253521.361,80097.68200000002
44,Male,Other,Employed,Manager,Yes,Business,360,21.66,3.98,727,7.19,Asia,10064.909,3946.919,868960.346,2216486.865,40071.542
50,Female,High School,Employed,Engineer,No,No Loan,0,0.0,0.0,492,5.82,Asia,25414.263,17260.703,1775357.414,0.0,0.0
27,Female,High School,Employed,Doctor,Yes,Home,240,27.01,10.29,822,0.35,Asia,2350.0,1760.526,10009.355000000001,1068920.107,24175.296000000002
32,Female,Bachelor,Employed,Salesperson,No,No Loan,0,0.0,0.0,408,0.91,Asia,16729.509,7388.259,182510.353,0.0,0.0
23,Female,High School,Employed,Driver,No,No Loan,0,0.0,0.0,730,2.61,Asia,26302.703999999998,16541.18,824430.1020000001,0.0,0.0
59,Male,Bachelor,Self-employed,Accountant,Yes,Business,36,13.47,1.61,345,5.41,Asia,28494.267,23735.564000000002,1851367.318,1352444.928,45875.995
53,Male,Bachelor,Employed,Salesperson,No,No Loan,0,0.0,0.0,441,0.33,Asia,11359.383,6945.754,45544.409999999996,0.0,0.0
61,Male,High School,Unemployed,Teacher,No,No Loan,0,0.0,0.0,609,7.82,Asia,37336.659,13495.439,3503749.044,0.0,0.0
53,Female,Master,Employed,Unemployed,No,No Loan,0,0.0,0.0,301,2.87,Asia,17837.487,5786.593000000001,614716.854,0.0,0.0
66,Other,Other,Student,Accountant,Yes,Car,120,28.36,4.83,475,1.07,Asia,9804.341000000002,4153.39,125443.0,1880991.606,47323.172000000006
68,Male,Bachelor,Employed,Accountant,No,No Loan,0,0.0,0.0,795,5.41,Asia,21007.214,12755.142000000002,1362901.817,0.0,0.0
29,Female,Bachelor,Employed,Accountant,Yes,Education,180,21.3,0.27,508,0.44,Asia,13582.812,11425.277,72409.704,197466.458,3659.185
65,Male,Master,Employed,Unemployed,Yes,Car,180,20.27,2.21,664,4.57,Asia,14150.243,12326.126,776119.9770000001,1757899.4050000003,31225.155
32,Female,Other,Employed,Unemployed,Yes,Education,12,17.23,20.64,582,2.2,Asia,7542.56,3160.797,199440.92799999999,1704774.553,155669.687
47,Male,Master,Student,Doctor,No,No Loan,0,0.0,0.0,675,1.92,Asia,23134.152000000002,14988.582,531859.003,0.0,0.0
56,Female,Other,Employed,Student,Yes,Business,60,28.26,1.49,470,1.99,Asia,29257.97,9583.535,697755.373,1393271.3839999998,43599.456
56,Male,Master,Employed,Teacher,No,No Loan,0,0.0,0.0,619,6.83,Asia,35114.828,15305.973000000002,2879285.9880000004,0.0,0.0
25,Male,Bachelor,Self-employed,Unemployed,No,No Loan,0,0.0,0.0,557,8.23,Asia,18535.531,6402.481000000001,1830213.934,0.0,0.0
68,Female,Bachelor,Employed,Accountant,Yes,Car,180,15.69,1.5,519,1.62,Asia,17166.092,12077.966000000002,332894.65499999997,1776576.6410000003,25709.611
53,Male,Master,Employed,Salesperson,No,No Loan,0,0.0,0.0,825,0.86,Asia,38830.319,17232.597,402757.617,0.0,0.0
28,Female,Bachelor,Self-employed,Driver,Yes,Home,360,15.07,0.63,466,8.16,Asia,28103.415,12887.212000000001,2752770.636,1387220.9330000002,17618.326
65,Female,Bachelor,Employed,Driver,No,No Loan,0,0.0,0.0,305,0.92,Asia,30937.938000000002,20914.577,343366.255,0.0,0.0
59,Female,Master,Employed,Engineer,No,No Loan,0,0.0,0.0,829,3.77,Asia,22845.384000000002,11068.594000000001,1034700.8640000001,0.0,0.0
40,Male,Master,Employed,Engineer,No,No Loan,0,0.0,0.0,653,3.85,Asia,17859.530000000002,7703.018000000001,826064.292,0.0,0.0
28,Male,Bachelor,Self-employed,Engineer,Yes,Home,180,12.5,2.02,490,5.14,Asia,7602.813999999999,2722.475,468523.589,1244908.458,15343.761
36,Female,Master,Employed,Teacher,Yes,Home,360,12.04,1.38,800,3.8,Asia,14452.688,10965.053,659863.738,1931342.706,19925.509000000002
19,Female,High School,Unemployed,Unemployed,No,No Loan,0,0.0,0.0,716,4.56,Asia,6961.734,3899.0260000000003,380833.85599999997,0.0,0.0
66,Female,Bachelor,Unemployed,Teacher,Yes,Business,180,3.87,0.5,777,0.57,Asia,15355.511,12132.580000000002,104862.123,1052626.147,7717.729
37,Female,Bachelor,Employed,Doctor,No,No Loan,0,0.0,0.0,666,1.19,Asia,2350.0,2036.8390000000002,33575.86,0.0,0.0
20,Male,Bachelor,Self-employed,Salesperson,No,No Loan,0,0.0,0.0,701,1.47,Asia,5592.765,1733.8770000000002,98543.67800000001,0.0,0.0
55,Male,High School,Employed,Engineer,Yes,Home,24,28.32,13.14,656,3.26,Asia,7909.630000000001,3546.714,309192.83700000006,1888130.624,103944.777
52,Male,Other,Employed,Salesperson,No,No Loan,0,0.0,0.0,613,5.96,Asia,4579.821,2513.842,327814.09599999996,0.0,0.0
66,Male,High School,Employed,Unemployed,No,No Loan,0,0.0,0.0,361,0.25,Asia,28303.353,25038.169,83507.908,0.0,0.0
45,Male,High School,Unemployed,Driver,Yes,Business,60,24.26,6.97,505,6.88,Asia,3782.419,2409.831,312318.00800000003,911997.071,26374.097
53,Other,High School,Self-employed,Driver,No,No Loan,0,0.0,0.0,569,2.51,Asia,27257.086000000003,14172.380000000001,822127.243,0.0,0.0
68,Female,Bachelor,Employed,Accountant,Yes,Education,360,5.89,0.23,707,1.23,Asia,13855.130000000001,6596.45,204978.186,537921.0160000001,3187.164
24,Female,Master,Self-employed,Teacher,Yes,Education,36,23.73,1.71,598,7.99,Asia,23211.89,12512.998000000001,2225190.325,1016852.52,39750.01500000001
46,Female,Master,Employed,Accountant,Yes,Business,360,17.14,0.58,312,1.9,Asia,24654.884000000002,7532.502,562758.73,991535.735,14248.802
40,Female,Master,Self-employed,Teacher,No,No Loan,0,0.0,0.0,332,3.85,Asia,28332.54,10191.903,1310491.177,0.0,0.0
65,Male,Bachelor,Student,Driver,Yes,Home,36,18.76,2.88,586,2.48,Asia,22773.568,8568.476,677975.0,1797122.55,65657.496
60,Female,High School,Employed,Driver,No,No Loan,0,0.0,0.0,650,6.86,Asia,26425.609,16912.245,2175292.634,0.0,0.0
35,Female,Bachelor,Unemployed,Engineer,Yes,Education,180,8.74,0.26,376,2.54,Asia,17863.525,12390.845,543522.617,457839.408,4573.147
32,Female,Bachelor,Employed,Doctor,Yes,Car,360,20.81,1.97,822,5.38,Asia,17517.934,14059.862000000001,1131365.435,1988551.2470000002,34555.669
38,Male,Bachelor,Employed,Doctor,Yes,Home,24,9.18,0.63,657,0.67,Asia,37131.269,32703.963,297238.575,507954.145,23247.703999999998
55,Male,Other,Employed,Doctor,Yes,Education,300,28.3,4.03,447,6.63,Asia,10814.277,9341.062,860189.2060000001,1844836.95,43547.38
59,Male,Master,Student,Manager,Yes,Education,300,12.56,1.12,324,7.88,Asia,22866.393,16142.855000000001,2163027.232,2347069.08,25696.498000000003
65,Female,High School,Student,Accountant,No,No Loan,0,0.0,0.0,573,9.78,Asia,26410.663,14207.207,3100195.858,0.0,0.0
31,Female,Other,Employed,Doctor,Yes,Business,240,16.59,1.0,680,3.34,Asia,20673.749,11026.999000000002,829581.7720000001,1443543.289,20725.026
33,Female,Master,Self-employed,Engineer,No,No Loan,0,0.0,0.0,470,2.61,Asia,2765.9030000000002,2404.708,86552.239,0.0,0.0
53,Female,Bachelor,Student,Accountant,No,No Loan,0,0.0,0.0,689,0.46,Asia,31090.265,10305.784,170994.83599999998,0.0,0.0
23,Male,Other,Self-employed,Student,No,No Loan,0,0.0,0.0,571,9.69,Asia,7427.927000000001,3614.911,863479.3470000001,0.0,0.0
68,Male,Bachelor,Employed,Salesperson,Yes,Business,36,26.36,1.28,784,2.23,Asia,26419.029,12428.163,707183.996,835066.8130000001,33805.69
63,Female,High School,Employed,Unemployed,Yes,Education,24,17.73,0.63,830,4.99,Asia,28015.666,15583.461000000001,1677192.039,354320.63899999997,17642.954
61,Male,Master,Self-employed,Manager,Yes,Business,360,24.57,3.25,487,4.6,Asia,4897.118,2723.18,270477.48000000004,777173.764,15923.412
43,Female,PhD,Employed,Doctor,No,No Loan,0,0.0,0.0,451,7.16,Asia,4037.911,3380.475,347148.815,0.0,0.0
45,Female,Bachelor,Employed,Engineer,No,No Loan,0,0.0,0.0,810,2.05,Asia,22476.434,9154.425000000001,552689.356,0.0,0.0
59,Female,High School,Student,Accountant,Yes,Education,360,26.73,0.13,363,0.71,Asia,9210.59,5540.454,78296.50100000002,53280.281,1187.267
67,Female,PhD,Employed,Unemployed,No,No Loan,0,0.0,0.0,835,4.46,Asia,26351.161,8747.264,1411128.7519999999,0.0,0.0
54,Female,Master,Self-employed,Doctor,Yes,Car,24,10.9,3.86,625,6.99,Asia,14575.452,11932.548,1222436.348,1209709.688,56325.787
51,Male,Bachelor,Employed,Driver,Yes,Car,180,26.78,1.33,482,1.19,Asia,28318.158000000003,22726.944000000003,404998.342,1651927.5650000002,37572.646
58,Female,PhD,Employed,Engineer,No,No Loan,0,0.0,0.0,574,5.48,Asia,14735.346,9359.016,969490.197,0.0,0.0
19,Male,Master,Employed,Engineer,No,No Loan,0,0.0,0.0,471,0.41,Asia,15773.811000000002,8760.424,77103.171,0.0,0.0
49,Female,Master,Unemployed,Accountant,Yes,Education,120,23.5,1.74,487,8.06,Asia,18266.832000000002,12201.576000000001,1766058.84,1464768.3480000002,31786.100000000002
29,Female,High School,Student,Teacher,No,No Loan,0,0.0,0.0,801,6.21,Asia,20372.573,17102.172000000002,1517250.851,0.0,0.0
26,Female,Other,Employed,Accountant,Yes,Home,300,14.06,1.66,790,5.01,Asia,14247.627,10426.339,857358.4430000001,1957922.6160000002,23658.625
21,Female,High School,Employed,Unemployed,Yes,Car,180,10.09,0.75,756,9.65,Asia,22013.86,13000.576000000001,2548243.368,1520169.645,16419.638
43,Female,Other,Employed,Unemployed,No,No Loan,0,0.0,0.0,682,6.85,Asia,2350.0,1316.658,193164.97100000002,0.0,0.0
67,Female,Bachelor,Employed,Doctor,No,No Loan,0,0.0,0.0,407,7.36,Asia,16021.313,4833.95,1414510.496,0.0,0.0
56,Female,Bachelor,Self-employed,Unemployed,No,No Loan,0,0.0,0.0,432,1.19,Asia,7098.8330000000005,6200.146000000001,101570.431,0.0,0.0
61,Other,PhD,Student,Accountant,Yes,Car,36,12.49,0.36,507,2.83,Asia,27984.74,21818.575,951063.518,301887.25100000005,10097.762
66,Male,Other,Employed,Student,Yes,Education,24,4.48,15.32,787,7.13,Asia,2350.0,1960.699,201065.013,824972.1529999999,36000.872
53,Male,Master,Self-employed,Teacher,Yes,Home,360,4.5,0.33,668,9.87,Asia,25736.73,8040.854,3048937.517,1680392.692,8514.285
64,Male,Master,Employed,Student,Yes,Business,240,13.78,0.1,685,6.82,Asia,20943.529,14958.361,1714175.3050000002,177720.25400000002,2181.646
60,Male,Bachelor,Employed,Salesperson,No,No Loan,0,0.0,0.0,520,2.12,Asia,21383.966,11015.813,545221.0090000001,0.0,0.0
33,Male,Master,Employed,Accountant,Yes,Car,180,26.24,2.48,584,1.72,Asia,20681.786,10575.705,427695.112,2296133.723,51252.936
64,Female,Master,Self-employed,Salesperson,Yes,Education,240,13.52,0.41,514,3.69,Asia,23277.22,19439.012000000002,1031533.158,795307.1630000001,9613.803
20,Male,PhD,Unemployed,Engineer,No,No Loan,0,0.0,0.0,400,5.5,Asia,7758.337,3449.001,512503.698,0.0,0.0
58,Female,Master,Unemployed,Teacher,No,No Loan,0,0.0,0.0,488,5.89,Asia,10295.397,7455.14,728228.6220000001,0.0,0.0
69,Female,Bachelor,Self-employed,Driver,No,No Loan,0,0.0,0.0,351,8.79,Asia,20249.997000000003,16385.563000000002,2135851.6440000003,0.0,0.0
67,Male,High School,Employed,Teacher,No,No Loan,0,0.0,0.0,657,6.51,Asia,29445.077,15162.059,2300935.619,0.0,0.0
24,Female,High School,Self-employed,Accountant,No,No Loan,0,0.0,0.0,613,2.86,Asia,11333.016000000001,7804.162,389104.58700000006,0.0,0.0
46,Male,High School,Unemployed,Manager,Yes,Car,24,26.48,5.92,810,8.44,Asia,15085.12,9477.973,1527813.678,1650448.099,89317.249
42,Female,Bachelor,Employed,Engineer,Yes,Education,300,3.46,0.56,785,8.27,Asia,10799.425000000001,7946.572,1071762.479,1213210.201,6047.631
57,Male,High School,Employed,Teacher,Yes,Home,36,16.97,1.81,638,3.32,Asia,26732.237,16583.339,1064111.819,1360343.983,48479.654
49,Male,Bachelor,Employed,Student,No,No Loan,0,0.0,0.0,542,2.94,Asia,23649.365999999998,18964.782,835077.67,0.0,0.0
65,Male,Bachelor,Employed,Teacher,No,No Loan,0,0.0,0.0,831,1.27,Asia,26443.939000000002,16141.821,402802.78400000004,0.0,0.0
52,Female,High School,Unemployed,Manager,No,No Loan,0,0.0,0.0,346,3.68,Asia,8122.540000000001,5942.539,358337.917,0.0,0.0
66,Female,PhD,Employed,Manager,No,No Loan,0,0.0,0.0,657,8.23,Asia,4176.561,2880.63,412329.355,0.0,0.0
63,Female,High School,Employed,Accountant,No,No Loan,0,0.0,0.0,576,6.69,Asia,7994.982,6568.438,642091.769,0.0,0.0
45,Female,Master,Employed,Salesperson,Yes,Business,24,10.09,3.29,793,4.93,Asia,27605.121000000003,16503.392,1631643.7280000001,1967565.559,90874.92300000001
41,Female,Bachelor,Employed,Doctor,No,No Loan,0,0.0,0.0,803,1.92,Asia,25291.217,9208.616,582313.08,0.0,0.0
33,Male,Bachelor,Employed,Doctor,No,No Loan,0,0.0,0.0,415,3.39,Asia,37804.873,15447.302,1538547.914,0.0,0.0
29,Male,PhD,Self-employed,Accountant,Yes,Business,36,21.09,1.0,460,6.56,Asia,19688.394000000004,13940.952,1550560.1739999999,522013.114,19691.026
56,Female,Master,Employed,Engineer,No,No Loan,0,0.0,0.0,369,9.98,Asia,10898.595,7350.001,1305730.0300000003,0.0,0.0
33,Female,Master,Employed,Engineer,Yes,Home,360,26.87,1.6,486,6.89,Asia,21637.155,7323.822,1789464.746,1544180.0180000002,34588.71
37,Female,Master,Student,Teacher,Yes,Home,60,11.13,0.91,786,2.39,Asia,20001.367,12993.855000000001,573368.087,834456.894,18197.272
28,Male,High School,Employed,Driver,No,No Loan,0,0.0,0.0,393,0.51,Asia,32026.317,19202.602,197497.337,0.0,0.0
44,Male,High School,Employed,Accountant,No,No Loan,0,0.0,0.0,794,0.74,Asia,26310.929,21729.510000000002,232437.23100000003,0.0,0.0
29,Male,Master,Employed,Manager,No,No Loan,0,0.0,0.0,581,7.19,Asia,33877.647000000004,17680.319,2923074.384,0.0,0.0
23,Male,PhD,Employed,Driver,No,No Loan,0,0.0,0.0,497,8.79,Asia,4032.13,2946.007,425067.81200000003,0.0,0.0
55,Male,High School,Unemployed,Salesperson,No,No Loan,0,0.0,0.0,592,0.41,Asia,20714.498000000003,6511.098,101888.856,0.0,0.0
63,Male,High School,Student,Unemployed,Yes,Car,36,19.77,5.03,668,6.97,Asia,14969.594000000001,10139.733,1251599.66,2032722.364,75305.233
50,Female,Bachelor,Employed,Doctor,Yes,Education,36,18.71,0.09,700,6.13,Asia,41857.025,16921.081000000002,3079974.3899999997,104586.374,3818.421
68,Female,Bachelor,Student,Engineer,No,No Loan,0,0.0,0.0,649,1.54,Asia,11667.092,8450.459,215261.363,0.0,0.0
30,Male,Bachelor,Employed,Accountant,No,No Loan,0,0.0,0.0,790,7.91,Asia,14588.189,12085.909,1384652.054,0.0,0.0
56,Female,Master,Employed,Student,No,No Loan,0,0.0,0.0,370,1.99,Asia,11616.567000000001,8605.794,276736.611,0.0,0.0
58,Female,Other,Unemployed,Accountant,Yes,Home,300,23.99,0.61,620,4.73,Asia,9118.047,5351.796,517018.988,276373.489,5539.749000000001
58,Female,Bachelor,Employed,Driver,Yes,Business,12,9.31,2.91,512,9.54,Asia,22820.239,14146.671,2612845.667,757901.414,66388.581
32,Female,Bachelor,Employed,Manager,Yes,Car,36,20.12,2.87,742,7.64,Asia,18817.014,11630.103,1725024.2210000001,1449827.5650000002,53969.48900000001
24,Male,High School,Employed,Teacher,No,No Loan,0,0.0,0.0,317,3.69,Asia,17506.137000000002,10054.851,775655.664,0.0,0.0
26,Male,PhD,Employed,Doctor,No,No Loan,0,0.0,0.0,531,4.82,Asia,15924.07,7936.561000000001,921096.0830000001,0.0,0.0
45,Female,Master,Employed,Salesperson,No,No Loan,0,0.0,0.0,580,9.86,Asia,12542.796,6473.216,1484213.517,0.0,0.0
25,Male,Master,Unemployed,Accountant,Yes,Car,12,25.23,1.91,390,5.08,Asia,25455.670000000002,22267.566,1552385.4660000002,509777.134,48508.277
43,Female,High School,Student,Salesperson,No,No Loan,0,0.0,0.0,632,3.61,Asia,17430.091,11068.453,754488.2740000001,0.0,0.0
46,Male,Master,Employed,Student,Yes,Business,24,10.84,5.02,654,2.36,Asia,19292.513,6343.778,546056.528,2081234.26,96847.30700000002
23,Female,High School,Student,Salesperson,No,No Loan,0,0.0,0.0,464,4.34,Asia,21736.231,12650.52,1131202.7680000002,0.0,0.0
28,Male,Bachelor,Employed,Unemployed,No,No Loan,0,0.0,0.0,530,1.2,Asia,19507.303,5954.383000000001,280451.303,0.0,0.0
61,Female,High School,Employed,Student,No,No Loan,0,0.0,0.0,631,9.96,Asia,31283.670000000002,10612.741000000002,3740809.007,0.0,0.0
53,Female,Bachelor,Self-employed,Teacher,Yes,Education,60,25.21,1.88,781,2.84,Asia,29522.721,25946.068,1006630.7250000001,1879116.635,55386.16300000001
20,Female,Master,Employed,Manager,Yes,Car,24,17.9,4.27,735,9.48,Asia,16295.37,7613.436000000001,1854625.029,1393873.4070000001,69520.56700000001
24,Male,Master,Employed,Doctor,Yes,Education,300,9.67,0.43,506,8.61,Asia,24307.084000000003,17147.198,2511776.632,1192697.9910000002,10561.84
28,Male,PhD,Employed,Student,No,No Loan,0,0.0,0.0,680,8.5,Asia,37885.76,17946.809,3865761.844,0.0,0.0
30,Male,Bachelor,Employed,Driver,No,No Loan,0,0.0,0.0,567,6.14,Asia,21496.531,16478.717,1583621.948,0.0,0.0
48,Female,Master,Student,Student,No,No Loan,0,0.0,0.0,720,3.44,Asia,21735.714,15235.426,898212.253,0.0,0.0
49,Male,Master,Employed,Manager,No,No Loan,0,0.0,0.0,409,7.05,Asia,24541.755,11227.172000000002,2075595.3410000002,0.0,0.0
50,Other,Master,Self-employed,Doctor,No,No Loan,0,0.0,0.0,611,4.28,Asia,23396.224000000002,10932.717,1202380.978,0.0,0.0
24,Other,Master,Employed,Accountant,No,No Loan,0,0.0,0.0,815,4.41,Asia,20774.094000000005,16128.097000000002,1099918.581,0.0,0.0
29,Male,Master,Self-employed,Doctor,No,No Loan,0,0.0,0.0,473,0.72,Asia,24360.194000000003,15214.041000000001,209400.04,0.0,0.0
69,Female,Master,Employed,Manager,No,No Loan,0,0.0,0.0,723,2.25,Asia,9763.968,6738.954,263366.897,0.0,0.0
41,Male,High School,Employed,Manager,No,No Loan,0,0.0,0.0,845,1.67,Asia,23601.473,11941.149000000001,474311.592,0.0,0.0
46,Female,Bachelor,Employed,Teacher,No,No Loan,0,0.0,0.0,375,7.01,Asia,29338.387000000002,10231.759,2468066.679,0.0,0.0
18,Male,Master,Employed,Student,No,No Loan,0,0.0,0.0,745,8.32,Asia,28815.277000000002,16456.58,2877593.3770000003,0.0,0.0
30,Female,Bachelor,Employed,Student,Yes,Business,240,3.26,0.49,769,6.69,Asia,19648.726,8711.591,1576370.459,1680467.046,9540.06
66,Male,Bachelor,Student,Doctor,No,No Loan,0,0.0,0.0,584,1.11,Asia,35332.203,11930.574,472539.363,0.0,0.0
25,Male,Other,Employed,Manager,Yes,Car,12,6.57,37.81,821,6.49,Asia,4216.041,1629.0200000000002,328475.433,1846479.036,159404.025
45,Male,Bachelor,Self-employed,Salesperson,No,No Loan,0,0.0,0.0,313,8.5,Asia,18964.5,8333.382,1934821.1760000002,0.0,0.0
20,Female,Bachelor,Employed,Unemployed,No,No Loan,0,0.0,0.0,836,5.8,Asia,2350.0,1502.5430000000001,163477.092,0.0,0.0
44,Female,Master,Employed,Manager,No,No Loan,0,0.0,0.0,510,2.79,Asia,31386.976000000002,11266.041000000001,1050084.199,0.0,0.0
59,Male,Bachelor,Employed,Unemployed,No,No Loan,0,0.0,0.0,802,6.8,Asia,28935.832000000002,22814.082000000002,2362401.843,0.0,0.0
23,Female,High School,Employed,Engineer,No,No Loan,0,0.0,0.0,811,9.12,Asia,2350.0,1612.523,257199.32200000001,0.0,0.0
22,Female,Bachelor,Self-employed,Salesperson,Yes,Business,60,22.01,1.52,385,8.82,Asia,28140.686,12585.096,2979593.247,1546856.715,42731.272000000004
18,Male,Bachelor,Self-employed,Engineer,Yes,Home,60,15.08,0.57,688,7.43,Asia,35845.725,21777.074,3196083.472,855955.493,20399.081
65,Female,Master,Self-employed,Accountant,Yes,Home,360,3.42,0.04,783,0.28,Asia,34264.081,14634.86,115820.737,346558.871,1540.7540000000001
46,Male,Bachelor,Self-employed,Engineer,No,No Loan,0,0.0,0.0,376,3.8,Asia,15025.289,9091.210000000001,684887.1020000001,0.0,0.0
56,Male,Bachelor,Employed,Accountant,No,No Loan,0,0.0,0.0,641,4.25,Asia,14086.323,5171.363,718967.225,0.0,0.0
54,Female,Other,Self-employed,Student,No,No Loan,0,0.0,0.0,689,2.45,Asia,5928.11,2864.556,173966.223,0.0,0.0
55,Male,Other,Employed,Manager,No,No Loan,0,0.0,0.0,681,3.26,Asia,26926.206,19316.201,1052945.653,0.0,0.0
39,Male,Bachelor,Employed,Teacher,No,No Loan,0,0.0,0.0,645,2.58,Asia,26337.813000000002,14462.605000000001,815209.0310000001,0.0,0.0
46,Female,Bachelor,Self-employed,Student,No,No Loan,0,0.0,0.0,600,4.03,Asia,16820.219,14996.196,814232.606,0.0,0.0
34,Female,Master,Employed,Accountant,Yes,Car,180,3.72,0.58,415,1.18,Asia,18912.377,16511.006,268258.14,1523467.823,11056.327
22,Female,Bachelor,Employed,Engineer,Yes,Education,240,26.32,1.98,575,8.09,Asia,20550.562,13074.695,1994921.6269999999,1847940.83,40754.734
50,Male,Master,Unemployed,Teacher,No,No Loan,0,0.0,0.0,798,5.52,Asia,14068.275,11065.586000000001,931189.3330000001,0.0,0.0
50,Female,Master,Self-employed,Accountant,Yes,Business,120,14.18,0.82,814,9.78,Asia,17636.844,15405.613000000001,2069538.1690000002,920258.684,14388.298
69,Male,High School,Employed,Accountant,No,No Loan,0,0.0,0.0,788,3.29,Asia,23328.027000000002,8414.974,920168.3970000001,0.0,0.0
50,Female,Bachelor,Employed,Student,Yes,Car,24,12.86,4.47,548,9.99,Asia,23992.372000000003,9938.103,2877597.278,2256663.6870000004,107137.581
39,Female,High School,Employed,Teacher,Yes,Home,240,10.57,0.62,405,8.88,Asia,36643.268,12298.631000000001,3905886.778,2258113.167,22650.804
34,Male,Master,Employed,Manager,Yes,Business,300,3.13,0.25,502,1.52,Asia,21466.216,16093.928,390942.28700000007,1125468.298,5413.507
60,Female,Bachelor,Employed,Accountant,No,No Loan,0,0.0,0.0,793,9.66,Asia,21239.159000000003,12567.612000000001,2461310.617,0.0,0.0
31,Male,Bachelor,Employed,Teacher,Yes,Car,60,6.2,1.18,849,5.6,Asia,16611.915,11630.056,1115561.027,1010916.5610000001,19638.010000000002
52,Male,Master,Self-employed,Salesperson,No,No Loan,0,0.0,0.0,464,3.35,Asia,21931.093,14133.464,880350.984,0.0,0.0
57,Male,Bachelor,Employed,Doctor,Yes,Education,120,20.05,2.31,699,3.14,Asia,12587.493,6906.932,474633.73,1505054.5860000001,29135.958000000002
